user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
LWV1525,47.0,40.0,34.0,37.0,21.0,-15.4718666667,-18.7409466667,20,9,12,17,-16.214,-17.1646,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.844,-15.9316,
RBB3867,17.0,28.0,19.0,50.0,25.0,-13.7778666667,-18.1030133333,9,6,9,9,-10.164,-16.0996,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-21.78,-14.962,
ARF0575,48.0,13.0,43.0,20.0,30.0,-16.7464,-20.42096,10,4,6,11,-18.392,-21.2088,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-20.328,-31.6792,
WSC2981,47.0,24.0,17.0,23.0,26.0,-14.4393333333,-19.4487333333,15,7,16,19,-13.552,-19.2128,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-14.52,-25.748,
HKT1778,10.0,35.0,25.0,45.0,24.0,-15.0362666667,-20.3241066667,6,3,8,5,-15.004,-21.7356,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-20.812,-26.6268,
MAS3218,39.0,14.0,37.0,44.0,23.0,-14.7965714286,-19.6294857143,8,4,6,11,-16.214,-17.4246,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,14,-19.844,-17.4916,
MJG2304,46.0,39.0,20.0,31.0,31.0,-14.8265333333,-18.4228133333,19,11,14,13,-16.456,-17.2384,4,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-20.812,-27.1468,
CCH1508,25.0,30.0,45.0,34.0,31.0,-15.6332,-18.8421466667,20,9,11,16,-16.94,-17.386,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.844,-15.9316,
HDN2609,37.0,30.0,19.0,43.0,31.0,-13.2938666667,-17.5047466667,10,6,10,8,-11.132,-15.3548,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-11.132,-24.7148,
FCM3926,16.0,27.0,43.0,26.0,31.0,-13.3584,-18.06176,11,7,12,7,-11.132,-15.6148,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-7.744,-10.1616,
DMR0336,19.0,25.0,45.0,32.0,28.0,-13.6246,-20.09294,10,5,12,11,-10.89,-19.961,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-5.324,-23.4636,
XAB0936,42.0,22.0,21.0,21.0,32.0,-16.2462666667,-19.5491066667,18,6,10,15,-18.15,-18.015,2,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,8,-8.712,-10.4568,
LCB2041,37.0,41.0,42.0,20.0,30.0,-16.9722666667,-18.38384,9,2,4,8,-17.424,-17.7936,2,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-22.264,-14.5896,
ZJB0552,41.0,24.0,43.0,14.0,31.0,-15.4234666667,-19.36752,8,3,6,9,-15.488,-16.1632,2,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-10.164,-26.4996,
AKP3573,10.0,28.0,44.0,38.0,30.0,-13.7456,-17.50384,14,7,11,12,-13.068,-16.2052,3,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,12,-8.712,-18.2568,
JRA0522,10.0,20.0,24.0,13.0,29.0,-14.2054,-17.74806,13,9,12,11,-14.52,-15.088,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-7.26,-23.534,
RLS1738,21.0,15.0,37.0,19.0,28.0,-16.6334666667,-21.0538533333,15,5,8,19,-18.15,-19.835,3,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-18.876,-17.1964,
CWK2870,39.0,41.0,20.0,15.0,31.0,-13.8262666667,-21.1511066667,11,8,18,17,-11.616,-22.0024,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-11.132,-23.6748,
BRH1107,19.0,26.0,18.0,22.0,33.0,-15.2621333333,-21.81432,5,1,6,5,-16.94,-23.886,3,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-19.36,-19.424,
TEF3555,39.0,48.0,39.0,33.0,28.0,-14.9717333333,-19.8884266667,8,3,7,6,-16.456,-18.0184,2,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-8.712,-14.6168,
GEH0420,47.0,37.0,12.0,44.0,32.0,-14.3264,-17.5596266667,19,12,18,18,-14.036,-16.2404,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-21.296,-28.3344,
VCV2521,40.0,10.0,44.0,40.0,30.0,-16.6738,-20.24282,9,4,8,7,-18.15,-21.655,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-22.748,-18.8972,
LJR0253,44.0,18.0,41.0,41.0,27.0,-13.5036,-18.54804,13,8,10,9,-15.004,-17.3156,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-9.196,-10.0844,
RPH2326,48.0,42.0,13.0,14.0,33.0,-15.3266666667,-20.2566666667,15,7,14,14,-16.94,-19.986,2,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-10.164,-16.6196,
FJO1828,38.0,31.0,16.0,22.0,24.0,-15.488,-18.9018666667,9,5,8,5,-14.52,-16.908,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-22.748,-29.2972,
JIG1936,27.0,22.0,26.0,25.0,30.0,-16.6818666667,-19.9246133333,6,2,6,6,-17.908,-21.5812,2,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,18,-14.52,-20.028,
OAS0991,39.0,21.0,14.0,19.0,30.0,-13.8746666667,-22.2925333333,6,3,8,7,-15.004,-25.3756,1,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-21.78,-17.562,
CRT2273,34.0,38.0,45.0,18.0,35.0,-13.794,-18.2639333333,19,13,17,14,-12.1,-15.13,3,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-8.712,-25.0168,
KGR2815,21.0,10.0,44.0,42.0,37.0,-15.5364,-19.7486266667,16,5,12,21,-17.908,-20.0212,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.36,-18.904,
ACH1910,15.0,13.0,18.0,21.0,27.0,-16.8754666667,-22.6529866667,5,2,5,8,-17.908,-24.1812,1,-14.8681403509,-20.9232912281,50,22,51,63,-16.214,-22.1046,12,18,-20.328,-29.0792,
WDS2197,41.0,23.0,15.0,42.0,34.0,-15.6816,-20.2609066667,16,8,13,17,-16.698,-19.9122,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-18.392,-20.6888,
TJM0328,31.0,38.0,44.0,17.0,35.0,0,0,0,0,0,0,0,0,0,-15.6262857143,-18.7310857143,4,2,2,4,-18.392,-16.5288,0,18,-19.844,-26.3316,
JJS2973,17.0,21.0,21.0,40.0,35.0,-14.4877333333,-19.1688266667,16,8,16,18,-13.552,-17.9128,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-14.52,-25.748,
UDW0487,27.0,24.0,18.0,16.0,26.0,-15.8752,-18.9506133333,9,5,7,7,-17.424,-17.2736,3,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-21.296,-28.3344,
SHB2106,44.0,16.0,38.0,25.0,27.0,-15.0524,-20.97036,4,3,4,7,-16.94,-21.286,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-21.296,-27.2944,
PCT1234,46.0,32.0,34.0,22.0,24.0,-15.8752,-19.4359466667,9,5,7,9,-16.94,-16.606,3,-15.0693251534,-19.7425153374,80,39,75,88,-16.456,-20.6184,17,11,-10.648,-13.1272,
KAV2926,34.0,24.0,28.0,36.0,35.0,-13.4390666667,-21.46636,9,7,15,16,-14.036,-23.5204,5,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-21.78,-18.082,
ADS0763,26.0,18.0,22.0,38.0,35.0,-16.1333333333,-21.1786666667,6,2,6,9,-17.908,-22.6212,2,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-17.908,-16.9012,
SKG1731,26.0,19.0,43.0,18.0,23.0,-16.6254,-20.72206,9,3,6,12,-18.392,-22.7688,1,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-20.812,-18.3068,
ISJ1479,39.0,44.0,12.0,39.0,27.0,-14.7862,-18.57518,12,3,8,13,-17.424,-17.5336,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-6.776,-12.4664,
CAG2236,18.0,27.0,44.0,37.0,35.0,-13.8262666667,-20.3191066667,13,9,19,14,-11.858,-21.5562,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,13,-19.36,-21.504,
YKW3832,33.0,27.0,45.0,41.0,28.0,-15.6493333333,-20.0604,8,3,6,8,-18.392,-20.1688,2,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-23.232,-33.0848,
AVC2328,32.0,38.0,38.0,24.0,27.0,-15.3912,-20.1030133333,15,7,14,15,-16.94,-19.986,2,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-10.164,-16.6196,
CSP2186,36.0,32.0,21.0,40.0,22.0,-15.5364,-20.2512933333,16,8,14,18,-16.698,-19.9122,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-18.392,-20.6888,
DBG0477,48.0,41.0,50.0,18.0,36.0,-14.6490666667,-18.3340266667,9,3,8,6,-14.52,-17.948,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-18.876,-15.1164,
HPR2023,38.0,42.0,50.0,34.0,37.0,-14.8104,-21.83256,7,5,11,7,-14.278,-22.0342,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,5,-18.876,-10.9564,
HAR3571,43.0,34.0,39.0,39.0,31.0,-13.6004,-17.43356,14,7,12,12,-13.068,-16.2052,3,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,10,-8.712,-18.2568,
NJM0440,43.0,20.0,43.0,20.0,32.0,0,0,0,0,0,0,0,0,0,-11.495,-19.2355,2,2,3,2,-10.406,-19.2934,0,18,-11.132,-11.7148,
IBW1779,42.0,50.0,18.0,43.0,29.0,-14.5522666667,-20.24584,6,3,8,5,-15.004,-21.7356,2,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-20.812,-26.6268,
BVB1673,32.0,39.0,22.0,36.0,39.0,-15.246,-20.5787333333,13,6,12,16,-17.424,-21.4336,0,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,2,-20.328,-17.1192,
DDF2937,34.0,26.0,31.0,30.0,29.0,-15.2137333333,-20.1528933333,15,7,12,13,-17.908,-20.2812,5,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,16,-23.232,-25.2848,
NDH3827,25.0,15.0,38.0,42.0,35.0,-14.3425333333,-19.86988,13,8,15,15,-15.488,-22.9232,1,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-16.94,-30.646,
NLS1866,42.0,16.0,45.0,11.0,26.0,-15.1734,-19.13526,12,6,9,8,-16.94,-18.426,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-19.844,-12.8116,
MKM0647,12.0,20.0,37.0,15.0,19.0,-16.5044,-21.04916,9,3,8,11,-18.634,-23.1026,3,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-8.228,-17.0692,
DCR1531,41.0,42.0,21.0,29.0,25.0,-15.4396,-18.8697733333,19,9,12,17,-16.214,-17.1646,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-19.844,-15.9316,
BSB3083,39.0,43.0,26.0,21.0,31.0,-15.5525333333,-18.26288,8,3,7,7,-15.488,-17.2032,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-11.132,-22.6348,
SLM1119,43.0,40.0,23.0,47.0,28.0,-13.7778666667,-18.7963466667,7,5,9,7,-13.552,-20.2528,1,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-9.196,-11.6444,
KCO0269,18.0,40.0,29.0,24.0,27.0,-12.0516,-18.33924,7,6,8,4,-10.164,-16.6196,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-10.648,-25.6072,
HVS1143,37.0,42.0,50.0,37.0,30.0,-17.0368,-19.96352,8,2,4,7,-18.876,-19.2764,2,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-24.2,-17.26,
JRR0829,12.0,34.0,39.0,42.0,30.0,-13.4552,-19.54728,8,6,12,9,-14.52,-20.028,5,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,12,-9.68,-12.832,
BMF2337,11.0,31.0,41.0,40.0,24.0,-15.5041333333,-19.86012,16,7,13,15,-16.94,-18.946,2,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-10.164,-16.6196,
JRK2707,18.0,27.0,40.0,21.0,27.0,-13.8746666667,-16.9192,11,6,8,9,-14.52,-15.348,2,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-19.36,-25.144,
CEC1352,50.0,25.0,39.0,34.0,38.0,-16.0688,-19.0789866667,8,3,5,5,-16.456,-20.0984,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-16.456,-23.2184,
KDB0266,41.0,16.0,43.0,17.0,29.0,-12.6162666667,-17.6447733333,9,6,9,8,-12.1,-13.57,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-7.26,-19.894,
MKR2138,22.0,44.0,31.0,22.0,24.0,-15.6574,-21.36286,6,2,6,7,-17.908,-23.4012,3,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-18.876,-23.4364,
ALS3440,49.0,18.0,42.0,40.0,29.0,-15.7945333333,-22.60068,9,4,10,19,-17.182,-25.5198,3,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-19.844,-25.8116,
AZG2343,39.0,42.0,34.0,46.0,30.0,-16.1978666667,-20.4530133333,16,6,9,18,-17.908,-18.4612,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,16,-7.26,-12.094,
RJS0846,46.0,42.0,35.0,41.0,35.0,-14.1328,-20.55992,10,5,9,15,-16.214,-21.0646,0,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-16.94,-19.206,
BRG3267,30.0,37.0,18.0,44.0,27.0,-16.0446,-18.28294,12,6,7,13,-17.666,-15.0074,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-10.164,-11.4196,
QNW0977,42.0,43.0,25.0,19.0,32.0,-14.2296,-17.96344,18,12,18,18,-14.036,-16.7604,2,-14.7453544974,-19.2933375661,99,50,92,105,-15.488,-18.2432,11,18,-21.296,-28.3344,
CNT0946,29.0,17.0,10.0,23.0,25.0,-16.3269333333,-19.53904,18,6,10,16,-18.15,-18.015,3,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-8.712,-10.4568,
DMR2518,33.0,42.0,48.0,17.0,25.0,-15.8994,-20.60466,8,4,9,8,-17.908,-22.8812,0,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-22.748,-18.8972,
DSB0245,36.0,22.0,15.0,38.0,31.0,0,0,0,0,0,0,0,0,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-21.296,-18.9744,
LBR1387,30.0,43.0,36.0,39.0,34.0,-13.7133333333,-20.9953333333,5,2,8,9,-13.552,-21.8128,0,-15.8621349693,-20.013001227,80,35,63,91,-17.424,-20.9136,12,18,-7.26,-21.454,
CKB3645,43.0,18.0,46.0,23.0,33.0,-14.7458666667,-21.70888,11,7,17,11,-13.552,-23.8928,4,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-9.68,-24.792,
DHG0962,46.0,39.0,37.0,41.0,33.0,-16.1817333333,-19.28676,14,5,10,14,-18.15,-21.135,3,-15.6032380952,-20.6967555556,82,35,74,94,-17.424,-22.4736,15,18,-8.228,-20.1892,
HMR0098,35.0,21.0,10.0,17.0,25.0,-14.1812,-17.63668,13,9,12,11,-14.52,-15.088,1,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-7.26,-23.534,
TLW2668,36.0,41.0,24.0,36.0,25.0,-16.9077333333,-20.2014933333,7,2,3,10,-16.94,-21.286,1,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-8.712,-20.8568,
LLH3157,42.0,43.0,40.0,16.0,25.0,-17.1981333333,-22.2660533333,3,2,5,8,-19.36,-25.664,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-20.812,-26.1068,
WNC0874,17.0,19.0,12.0,37.0,26.0,-13.7698,-20.00722,10,5,12,11,-11.858,-19.4762,3,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,8,-5.324,-23.4636,
MNC0433,39.0,19.0,11.0,11.0,27.0,0,0,0,0,0,0,0,0,0,-13.9553333333,-15.9558,4,3,4,1,-13.068,-12.3052,0,18,-8.712,-8.8968,
IWG0058,38.0,24.0,22.0,40.0,33.0,0,0,0,0,0,0,0,0,0,-13.4713333333,-21.8748666667,2,1,4,2,-11.132,-23.6748,1,18,-20.328,-19.7192,
LBM3284,41.0,50.0,43.0,40.0,26.0,-14.2941333333,-20.21912,14,9,15,18,-15.488,-20.8432,3,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-20.328,-32.1992,
HZH0297,40.0,35.0,30.0,27.0,30.0,-14.3022,-20.97558,9,5,9,15,-16.456,-22.9584,0,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-20.812,-18.3068,
UXC1495,33.0,47.0,37.0,41.0,32.0,-15.851,-20.0179,10,3,10,10,-15.488,-19.8032,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-10.164,-12.4596,
EHD1744,45.0,22.0,35.0,23.0,23.0,-15.2298666667,-17.6791466667,10,4,7,7,-15.488,-16.1632,0,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,5,-23.232,-19.5648,
KMC2028,19.0,16.0,20.0,32.0,27.0,-17.7789333333,-18.21384,10,2,3,9,-17.908,-16.3812,2,-15.7682105263,-19.5556701754,60,23,43,60,-17.424,-18.8336,7,18,-22.264,-14.5896,
HWV1621,30.0,44.0,44.0,25.0,30.0,-16.3108,-20.2274533333,16,6,10,14,-17.908,-19.5012,2,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,16,-19.844,-14.3716,
EFC1153,26.0,21.0,35.0,34.0,33.0,-17.7144,-20.27416,8,2,3,7,-19.36,-19.424,2,-15.1524118993,-19.2582050343,240,122,203,228,-16.456,-18.5384,36,18,-24.2,-17.26,
CGT3148,16.0,18.0,30.0,34.0,26.0,-13.4874666667,-18.6037866667,9,6,9,8,-10.648,-16.7672,2,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-9.68,-25.312,
JKC3349,42.0,19.0,47.0,29.0,29.0,-14.278,-19.1048666667,18,9,15,14,-14.278,-17.3542,4,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-19.36,-15.784,
RJW1440,43.0,38.0,26.0,20.0,28.0,-13.9876,-19.70964,5,2,5,5,-15.004,-19.9156,1,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-6.292,-17.5188,
ELB0033,16.0,22.0,14.0,37.0,37.0,0,0,0,0,0,0,0,0,0,-15.2161643836,-19.6182009132,112,49,99,116,-16.94,-19.206,24,18,-23.232,-33.0848,
RLP3268,10.0,37.0,27.0,35.0,33.0,-16.0446,-18.51694,12,6,7,12,-17.666,-15.0074,2,-15.085989071,-20.0769967213,178,82,164,192,-16.94,-20.766,27,18,-10.164,-11.4196,
WEC3721,37.0,41.0,49.0,16.0,29.0,-15.6009333333,-20.9643066667,13,4,10,11,-17.424,-21.4336,1,-15.1960634921,-19.8654941799,96,42,81,84,-16.456,-20.0984,16,18,-6.776,-17.6664,
CRJ3070,20.0,47.0,16.0,49.0,25.0,-14.6813333333,-19.0718666667,7,5,8,7,-13.068,-19.5852,1,-14.1124210526,-19.032477193,62,38,67,52,-12.584,-17.6176,14,18,-18.392,-25.8888,
WRM0515,20.0,23.0,36.0,35.0,32.0,-14.9072,-16.61008,12,4,6,7,-16.94,-15.566,2,-14.597202454,-20.0100711656,81,42,80,76,-15.488,-20.3232,20,18,-16.94,-15.566,
ZNG3404,29.0,41.0,30.0,50.0,37.0,-15.1976,-19.0213066667,18,6,11,19,-16.698,-18.3522,1,-15.1422857143,-19.6317396825,100,48,80,96,-16.94,-19.206,16,18,-16.456,-16.9784,
NKV1451,14.0,38.0,37.0,12.0,22.0,-13.9392,-19.48688,10,6,11,10,-13.31,-19.659,0,-15.0006773455,-19.3487743707,237,116,191,226,-16.456,-18.0184,37,18,-6.292,-16.4788,
GSB0666,14.0,20.0,30.0,24.0,20.0,-14.1650666667,-18.3250933333,8,6,8,8,-11.616,-17.0624,1,-14.7237894737,-19.6058453089,223,122,216,203,-15.488,-19.2832,52,18,-11.616,-21.2224,
FCK3307,39.0,36.0,34.0,30.0,31.0,-14.8588,-20.44332,8,6,10,9,-15.488,-22.4032,2,-14.9136713092,-20.0452122563,171,94,173,180,-15.972,-20.9908,36,18,-23.232,-13.8448,
