user_id,O_Score,C_Score,E_Score,A_Score,N_Score,Team_CPB-I-mean,Team_CPB-O-mean,Users-less-mean-A,Users-less-mean-A and C,Users-less-mean-C,Users-High-mean-N,Team_CPB-I-median,Team_CPB-O-median,No-JobState-in-Team,Dpt-CPB-I-mean,Dpt_CPB-O-mean,Dpt-Less-A-mean,Dpt-Less-AC-mean,Dpt-less-C-mean,Dpt-High-N-mean,Dpt_CPB-I-median,Dpt_CPB-O-median,No-JobState-in-Dpt,Job State,Leader_CPB-I,Leader_CPB-O
GKK2422,42.0,39.0,47.0,10.0,37.0,-15.0412307692,-19.7869538462,5,2,6,6,-15.972,-22.5508,2,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-18.392,-24.3288,
MYB3817,21.0,36.0,40.0,40.0,26.0,-14.0037333333,-19.8012266667,13,8,16,16,-12.826,-22.1114,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-16.94,-30.646,
JBO2839,40.0,47.0,21.0,19.0,28.0,-14.9072,-17.85808,13,8,10,15,-15.972,-17.8708,0,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-4.84,-14.476,
JTC0941,42.0,26.0,41.0,45.0,26.0,-16.1817333333,-19.1134266667,19,7,10,16,-18.15,-17.495,3,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-8.712,-10.4568,
IKA2925,49.0,15.0,16.0,16.0,34.0,-13.5842666667,-21.8573066667,8,6,15,16,-14.036,-23.5204,5,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-21.78,-18.082,
JSN1905,38.0,37.0,21.0,36.0,25.0,-16.214,-22.6246,5,2,5,7,-18.15,-25.555,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-20.328,-29.0792,
JRL2365,33.0,22.0,23.0,24.0,38.0,-16.5205333333,-20.9327466667,15,5,8,18,-18.15,-19.835,3,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-7.26,-12.094,
GJB0850,37.0,42.0,38.0,43.0,32.0,-14.1328,-20.50792,10,5,9,15,-16.214,-21.0646,0,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-16.94,-19.206,
LMD2804,17.0,42.0,34.0,42.0,35.0,-15.0201333333,-19.5911866667,16,5,13,21,-17.908,-20.0212,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.36,-18.904,
KMB3003,39.0,43.0,14.0,38.0,32.0,-17.1981333333,-21.5033866667,4,2,5,7,-19.36,-22.024,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-9.68,-27.392,
LWV1525,47.0,40.0,34.0,37.0,21.0,-15.4718666667,-18.7409466667,20,9,12,17,-16.214,-17.1646,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.844,-15.9316,
RBB3867,17.0,28.0,19.0,50.0,25.0,-13.7778666667,-18.1030133333,9,6,9,9,-10.164,-16.0996,2,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-21.78,-14.962,
ARF0575,48.0,13.0,43.0,20.0,30.0,-16.5833684211,-20.2740842105,10,4,6,11,-17.908,-19.5012,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-20.328,-31.6792,
WSC2981,47.0,24.0,17.0,23.0,26.0,-14.5033103448,-19.3953241379,15,7,15,18,-14.52,-18.988,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-14.52,-25.748,
HKT1778,10.0,35.0,25.0,45.0,24.0,-15.8603076923,-19.7967384615,6,3,6,4,-16.94,-20.766,0,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-20.812,-26.6268,
MAS3218,39.0,14.0,37.0,44.0,23.0,-14.7965714286,-19.6294857143,8,4,6,11,-16.214,-17.4246,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,14,-19.844,-17.4916,
MJG2304,46.0,39.0,20.0,31.0,31.0,-14.8265333333,-18.4228133333,19,11,14,13,-16.456,-17.2384,4,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-20.812,-27.1468,
CCH1508,25.0,30.0,45.0,34.0,31.0,-15.6332,-18.8421466667,20,9,11,16,-16.94,-17.386,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.844,-15.9316,
HDN2609,37.0,30.0,19.0,43.0,31.0,-13.2938666667,-17.5047466667,10,6,10,8,-11.132,-15.3548,2,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-11.132,-24.7148,
FCM3926,16.0,27.0,43.0,26.0,31.0,-13.6029473684,-17.5314947368,11,7,11,7,-11.616,-15.5024,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-7.744,-10.1616,
DMR0336,19.0,25.0,45.0,32.0,28.0,-14.1783529412,-19.8626352941,9,4,9,8,-10.164,-18.1796,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-5.324,-23.4636,
XAB0936,42.0,22.0,21.0,21.0,32.0,-16.2462666667,-19.5491066667,18,6,10,15,-18.15,-18.015,2,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,8,-8.712,-10.4568,
LCB2041,37.0,41.0,42.0,20.0,30.0,-16.9772307692,-17.9373538462,8,2,3,7,-17.424,-16.2336,0,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-22.264,-14.5896,
ZJB0552,41.0,24.0,43.0,14.0,31.0,-15.972,-19.0965142857,8,3,5,8,-15.972,-16.3108,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-10.164,-26.4996,
AKP3573,10.0,28.0,44.0,38.0,30.0,-13.7456,-17.50384,14,7,11,12,-13.068,-16.2052,3,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,12,-8.712,-18.2568,
JRA0522,10.0,20.0,24.0,13.0,29.0,-14.2054,-17.74806,13,9,12,11,-14.52,-15.088,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-7.26,-23.534,
RLS1738,21.0,15.0,37.0,19.0,28.0,-16.6334666667,-21.0538533333,15,5,8,19,-18.15,-19.835,3,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-18.876,-17.1964,
CWK2870,39.0,41.0,20.0,15.0,31.0,-13.8804285714,-21.1329571429,10,8,17,16,-11.616,-22.0024,1,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-11.132,-23.6748,
BRH1107,19.0,26.0,18.0,22.0,33.0,-15.1529230769,-21.5010153846,5,1,5,3,-17.908,-23.1412,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-19.36,-19.424,
TEF3555,39.0,48.0,39.0,33.0,28.0,-15.1529230769,-19.4610153846,7,3,6,6,-16.456,-18.0184,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-8.712,-14.6168,
GEH0420,47.0,37.0,12.0,44.0,32.0,-14.3264,-17.5596266667,19,12,18,18,-14.036,-16.2404,2,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-21.296,-28.3344,
VCV2521,40.0,10.0,44.0,40.0,30.0,-16.6738,-20.24282,9,4,8,7,-18.15,-21.655,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-22.748,-18.8972,
LJR0253,44.0,18.0,41.0,41.0,27.0,-13.5036,-18.54804,13,8,10,9,-15.004,-17.3156,3,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-9.196,-10.0844,
RPH2326,48.0,42.0,13.0,14.0,33.0,-15.3266666667,-20.2566666667,15,7,14,14,-16.94,-19.986,2,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,18,-10.164,-16.6196,
FJO1828,38.0,31.0,16.0,22.0,24.0,-15.488,-18.9018666667,9,5,8,5,-14.52,-16.908,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-22.748,-29.2972,
JIG1936,27.0,22.0,26.0,25.0,30.0,-16.5597142857,-20.2414571429,5,2,6,6,-17.908,-22.3612,1,-14.9703037975,-19.678235443,78,38,74,85,-15.972,-20.4708,12,18,-14.52,-20.028,
OAS0991,39.0,21.0,14.0,19.0,30.0,-14.3817142857,-22.1401142857,6,3,7,6,-15.488,-24.7432,0,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-21.78,-17.562,
CRT2273,34.0,38.0,45.0,18.0,35.0,-13.5186206897,-18.0191724138,19,13,17,13,-11.616,-14.9824,2,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-8.712,-25.0168,
KGR2815,21.0,10.0,44.0,42.0,37.0,-15.5364,-19.7486266667,16,5,12,21,-17.908,-20.0212,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.36,-18.904,
ACH1910,15.0,13.0,18.0,21.0,27.0,-17.0437142857,-23.4347714286,4,1,4,7,-18.15,-25.555,0,-15.0598461538,-20.7476307692,48,21,45,58,-16.456,-21.1384,2,18,-20.328,-29.0792,
WDS2197,41.0,23.0,15.0,42.0,34.0,-15.6816,-20.2609066667,16,8,13,17,-16.698,-19.9122,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-18.392,-20.6888,
TJM0328,31.0,38.0,44.0,17.0,35.0,0,0,0,0,0,0,0,0,0,-15.6262857143,-18.7310857143,4,2,2,4,-18.392,-16.5288,0,18,-19.844,-26.3316,
JJS2973,17.0,21.0,21.0,40.0,35.0,-14.5533793103,-19.1057655172,16,8,15,17,-14.52,-17.428,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-14.52,-25.748,
UDW0487,27.0,24.0,18.0,16.0,26.0,-15.5917142857,-18.3862571429,9,5,7,7,-15.246,-16.0894,2,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-21.296,-28.3344,
SHB2106,44.0,16.0,38.0,25.0,27.0,-15.0524,-20.97036,4,3,4,7,-16.94,-21.286,2,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-21.296,-27.2944,
PCT1234,46.0,32.0,34.0,22.0,24.0,-15.4188571429,-19.0021142857,9,5,7,8,-15.972,-16.0508,2,-14.9703037975,-19.678235443,78,38,74,85,-15.972,-20.4708,12,11,-10.648,-13.1272,
KAV2926,34.0,24.0,28.0,36.0,35.0,-13.4390666667,-21.46636,9,7,15,16,-14.036,-23.5204,5,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-21.78,-18.082,
ADS0763,26.0,18.0,22.0,38.0,35.0,-15.73,-21.2512857143,5,2,6,8,-17.666,-23.5874,1,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-17.908,-16.9012,
SKG1731,26.0,19.0,43.0,18.0,23.0,-16.6254,-20.72206,9,3,6,12,-18.392,-22.7688,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-20.812,-18.3068,
ISJ1479,39.0,44.0,12.0,39.0,27.0,-14.5964210526,-18.6828842105,11,3,8,12,-17.424,-17.7936,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-6.776,-12.4664,
CAG2236,18.0,27.0,44.0,37.0,35.0,-13.9859310345,-20.6361655172,12,8,18,14,-12.1,-21.89,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,13,-19.36,-21.504,
YKW3832,33.0,27.0,45.0,41.0,28.0,-16.0757142857,-20.2424285714,7,2,5,7,-19.118,-21.1702,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-23.232,-33.0848,
AVC2328,32.0,38.0,38.0,24.0,27.0,-15.3912,-20.1030133333,15,7,14,15,-16.94,-19.986,2,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,18,-10.164,-16.6196,
CSP2186,36.0,32.0,21.0,40.0,22.0,-15.5364,-20.2512933333,16,8,14,18,-16.698,-19.9122,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-18.392,-20.6888,
DBG0477,48.0,41.0,50.0,18.0,36.0,-14.3471428571,-18.2667142857,8,3,8,6,-14.52,-17.168,1,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-18.876,-15.1164,
HAR3571,43.0,34.0,39.0,39.0,31.0,-13.6004,-17.43356,14,7,12,12,-13.068,-16.2052,3,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,10,-8.712,-18.2568,
NJM0440,43.0,20.0,43.0,20.0,32.0,0,0,0,0,0,0,0,0,0,-11.495,-19.2355,2,2,3,2,-10.406,-19.2934,0,18,-11.132,-11.7148,
IBW1779,42.0,50.0,18.0,43.0,29.0,-15.3018461538,-19.7064307692,6,3,6,4,-16.94,-20.766,0,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-20.812,-26.6268,
DDF2937,34.0,26.0,31.0,30.0,29.0,-15.8855714286,-20.2587285714,14,6,10,13,-18.15,-20.355,3,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,16,-23.232,-25.2848,
NDH3827,25.0,15.0,38.0,42.0,35.0,-14.3425333333,-19.86988,13,8,15,15,-15.488,-22.9232,1,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-16.94,-30.646,
NLS1866,42.0,16.0,45.0,11.0,26.0,-15.1734,-19.13526,12,6,9,8,-16.94,-18.426,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-19.844,-12.8116,
MKM0647,12.0,20.0,37.0,15.0,19.0,-16.3031578947,-21.4475789474,8,3,8,10,-18.392,-23.8088,2,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-8.228,-17.0692,
DCR1531,41.0,42.0,21.0,29.0,25.0,-15.4396,-18.8697733333,19,9,12,17,-16.214,-17.1646,2,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-19.844,-15.9316,
BSB3083,39.0,43.0,26.0,21.0,31.0,-15.5525333333,-18.26288,8,3,7,7,-15.488,-17.2032,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-11.132,-22.6348,
SLM1119,43.0,40.0,23.0,47.0,28.0,-13.7778666667,-18.7963466667,7,5,9,7,-13.552,-20.2528,1,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-9.196,-11.6444,
KCO0269,18.0,40.0,29.0,24.0,27.0,-12.0516,-18.33924,7,6,8,4,-10.164,-16.6196,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-10.648,-25.6072,
HVS1143,37.0,42.0,50.0,37.0,30.0,-16.8362857143,-20.2515142857,7,2,4,6,-18.876,-20.3164,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-24.2,-17.26,
JRR0829,12.0,34.0,39.0,42.0,30.0,-13.8322105263,-19.7908842105,7,5,11,8,-14.52,-20.028,4,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,12,-9.68,-12.832,
BMF2337,11.0,31.0,41.0,40.0,24.0,-15.5041333333,-19.86012,16,7,13,15,-16.94,-18.946,2,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,18,-10.164,-16.6196,
JRK2707,18.0,27.0,40.0,21.0,27.0,-14.2088571429,-16.9988285714,10,5,7,8,-15.246,-15.3094,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-19.36,-25.144,
CEC1352,50.0,25.0,39.0,34.0,38.0,-16.0688,-19.0789866667,8,3,5,5,-16.456,-20.0984,1,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-16.456,-23.2184,
KDB0266,41.0,16.0,43.0,17.0,29.0,-12.342,-17.9895142857,8,6,9,8,-11.616,-15.2424,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-7.26,-19.894,
MKR2138,22.0,44.0,31.0,22.0,24.0,-15.1384444444,-21.4877111111,5,2,6,7,-17.182,-23.6998,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-18.876,-23.4364,
ALS3440,49.0,18.0,42.0,40.0,29.0,-15.7945333333,-22.60068,9,4,10,19,-17.182,-25.5198,3,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,18,-19.844,-25.8116,
AZG2343,39.0,42.0,34.0,46.0,30.0,-16.1978666667,-20.4530133333,16,6,9,18,-17.908,-18.4612,2,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,16,-7.26,-12.094,
RJS0846,46.0,42.0,35.0,41.0,35.0,-14.1328,-20.55992,10,5,9,15,-16.214,-21.0646,0,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-16.94,-19.206,
BRG3267,30.0,37.0,18.0,44.0,27.0,-15.6153684211,-18.3641473684,11,6,7,13,-17.424,-15.1936,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-10.164,-11.4196,
QNW0977,42.0,43.0,25.0,19.0,32.0,-14.2296,-17.96344,18,12,18,18,-14.036,-16.7604,2,-14.7125591398,-19.3402709677,97,50,91,103,-15.488,-18.5032,8,18,-21.296,-28.3344,
CNT0946,29.0,17.0,10.0,23.0,25.0,-16.3269333333,-19.53904,18,6,10,16,-18.15,-18.015,3,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-8.712,-10.4568,
DMR2518,33.0,42.0,48.0,17.0,25.0,-15.8994,-20.60466,8,4,9,8,-17.908,-22.8812,0,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-22.748,-18.8972,
DSB0245,36.0,22.0,15.0,38.0,31.0,0,0,0,0,0,0,0,0,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-21.296,-18.9744,
LBR1387,30.0,43.0,36.0,39.0,34.0,-13.7133333333,-20.9953333333,5,2,8,9,-13.552,-21.8128,0,-15.8702675159,-20.1218140127,75,32,60,86,-17.424,-20.9136,6,18,-7.26,-21.454,
CKB3645,43.0,18.0,46.0,23.0,33.0,-14.6034482759,-21.47,11,7,17,11,-12.584,-23.5976,3,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-9.68,-24.792,
DHG0962,46.0,39.0,37.0,41.0,33.0,-16.0387586207,-19.092537931,14,5,10,14,-17.908,-21.0612,2,-15.6659027027,-20.6753989189,81,34,72,93,-17.424,-21.9536,11,18,-8.228,-20.1892,
HMR0098,35.0,21.0,10.0,17.0,25.0,-14.1812,-17.63668,13,9,12,11,-14.52,-15.088,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-7.26,-23.534,
TLW2668,36.0,41.0,24.0,36.0,25.0,-16.9077333333,-20.2014933333,7,2,3,10,-16.94,-21.286,1,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-8.712,-20.8568,
LLH3157,42.0,43.0,40.0,16.0,25.0,-17.1981333333,-22.2660533333,3,2,5,8,-19.36,-25.664,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-20.812,-26.1068,
WNC0874,17.0,19.0,12.0,37.0,26.0,-14.3491764706,-19.7617882353,9,4,9,8,-12.1,-18.77,0,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,8,-5.324,-23.4636,
MNC0433,39.0,19.0,11.0,11.0,27.0,0,0,0,0,0,0,0,0,0,-13.9553333333,-15.9558,4,3,4,1,-13.068,-12.3052,0,18,-8.712,-8.8968,
IWG0058,38.0,24.0,22.0,40.0,33.0,0,0,0,0,0,0,0,0,0,-13.4713333333,-21.8748666667,2,1,4,2,-11.132,-23.6748,1,18,-20.328,-19.7192,
LBM3284,41.0,50.0,43.0,40.0,26.0,-14.4335714286,-19.9830714286,13,9,14,18,-15.488,-20.8432,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-20.328,-32.1992,
HZH0297,40.0,35.0,30.0,27.0,30.0,-14.3022,-20.97558,9,5,9,15,-16.456,-22.9584,0,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-20.812,-18.3068,
UXC1495,33.0,47.0,37.0,41.0,32.0,-15.4115789474,-19.6156842105,10,3,10,9,-14.52,-15.868,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-10.164,-12.4596,
KMC2028,19.0,16.0,20.0,32.0,27.0,-17.908,-17.7412,9,2,2,8,-17.908,-15.8612,0,-15.7472857143,-19.5247714286,59,23,42,59,-17.424,-18.8336,5,18,-22.264,-14.5896,
HWV1621,30.0,44.0,44.0,25.0,30.0,-16.0411428571,-19.8976,16,6,10,14,-17.908,-18.9812,0,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,16,-19.844,-14.3716,
EFC1153,26.0,21.0,35.0,34.0,33.0,-17.5622857143,-20.5843428571,7,2,3,6,-19.118,-20.3902,1,-15.0672304038,-19.2030536817,233,120,200,219,-15.972,-18.3908,20,18,-24.2,-17.26,
CGT3148,16.0,18.0,30.0,34.0,26.0,-12.9988571429,-18.9698285714,8,6,9,8,-10.164,-16.8796,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-9.68,-25.312,
JKC3349,42.0,19.0,47.0,29.0,29.0,-13.794,-19.1751714286,16,9,15,13,-12.342,-17.8038,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-19.36,-15.784,
RJW1440,43.0,38.0,26.0,20.0,28.0,-13.9876,-19.70964,5,2,5,5,-15.004,-19.9156,1,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-6.292,-17.5188,
ELB0033,16.0,22.0,14.0,37.0,37.0,0,0,0,0,0,0,0,0,0,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-23.232,-33.0848,
RLP3268,10.0,37.0,27.0,35.0,33.0,-15.6153684211,-18.6104631579,11,6,7,12,-17.424,-15.1936,1,-15.0619721448,-19.9875966574,176,82,161,190,-16.94,-20.766,20,18,-10.164,-11.4196,
WEC3721,37.0,41.0,49.0,16.0,29.0,-15.4713103448,-20.6588,13,4,10,11,-17.424,-20.9136,0,-15.1362404372,-19.8209551913,94,41,79,81,-16.456,-20.0984,10,18,-6.776,-17.6664,
CRJ3070,20.0,47.0,16.0,49.0,25.0,-14.6813333333,-19.0718666667,7,5,8,7,-13.068,-19.5852,1,-14.0493211009,-18.954187156,60,38,65,51,-12.584,-17.3576,9,18,-18.392,-25.8888,
WRM0515,20.0,23.0,36.0,35.0,32.0,-14.9072,-16.61008,12,4,6,7,-16.94,-15.566,2,-14.6876601307,-19.8820052288,78,39,73,69,-15.972,-19.9508,10,18,-16.94,-15.566,
ZNG3404,29.0,41.0,30.0,50.0,37.0,-15.0373793103,-19.1637103448,17,6,11,19,-16.456,-18.5384,0,-15.0638494624,-19.6011634409,99,48,80,96,-16.94,-19.206,13,18,-16.456,-16.9784,
NKV1451,14.0,38.0,37.0,12.0,22.0,-13.9392,-19.48688,10,6,11,10,-13.31,-19.659,0,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-6.292,-16.4788,
GSB0666,14.0,20.0,30.0,24.0,20.0,-14.1650666667,-18.3250933333,8,6,8,8,-11.616,-17.0624,1,-14.6919623529,-19.605712,217,120,212,197,-15.488,-19.2832,40,18,-11.616,-21.2224,
FCK3307,39.0,36.0,34.0,30.0,31.0,-14.8588,-20.44332,8,6,10,9,-15.488,-22.4032,2,-15.0068387097,-20.0758205279,162,88,162,168,-15.972,-20.9908,18,18,-23.232,-13.8448,
RHD0787,38.0,44.0,22.0,19.0,20.0,-15.9028571429,-18.9268571429,8,4,5,10,-18.392,-17.5688,2,-15.0074004684,-19.3375737705,231,113,187,221,-16.456,-18.0184,27,18,-19.36,-25.664,
MFL0355,41.0,23.0,38.0,19.0,34.0,0,0,0,0,0,0,0,0,0,-11.737,-19.4393,2,2,3,3,-10.648,-18.3272,1,18,-21.296,-14.8144,
SMO0458,38.0,21.0,18.0,20.0,34.0,-15.8446315789,-20.8151157895,8,4,7,11,-18.392,-22.7688,1,-15.3290048309,-19.4859207729,108,46,92,111,-16.94,-19.206,12,18,-18.392,-24.8488,
